"370. Gastro Hep Adv. 2025 Nov 17;5(2):100848. doi: 10.1016/j.gastha.2025.100848. 
eCollection 2026.","Intravascular Hepatocyte Lipid Droplets Are Commonly Present in Hepatic 
Sinusoids, Portal Venules, and Central Veins in MASH.","Ioannou GN(1)(2)(3), Savard C(1)(2)(3), Dempsey JL(1), Carr RM(1), Lee SP(1).","Author information:
(1)Division of Gastroenterology, Department of Medicine, School of Medicine, 
University of Washington, Seattle, Washington.
(2)Section of Gastroenterology, Department of Medicine, Veterans Affairs Puget 
Sound Health Care System, Seattle, Washington.
(3)Research and Development, Veterans Affairs Puget Sound Health Care System, 
Seattle, Washington.","DOI: 10.1016/j.gastha.2025.100848
PMCID: PMC12769784
PMID: 41502851"
"402. IEEE Trans Nanobioscience. 2025 Dec 31;PP. doi: 10.1109/TNB.2025.3644373.
Online  ahead of print.","Gold Nanoparticle Coating Reduces Acoustic Pressure Threshold for 
Perfluorohexane Nanodroplet Vaporization: Potential Mechanisms and Therapy 
Implications.","Mistry N, Dhawan R, Manu KS, Shekhar H, Mercado-Shekhar KP.","Ultrasound-induced vaporization of perfluorocarbon (PFC) nanodroplets can be 
used for triggered drug delivery. Nanodroplets of perfluorobutane (PFB) and 
perfluoropentane (PFP) can vaporize spontaneously at physiological temperature, 
which can cause off-target effects. Using high-boiling-point PFCs, such as 
perfluorohexane (PFH), can overcome this limitation. However, PFH requires 
higher peak negative pressures for vaporization, making its in vivo use 
challenging. We investigated the feasibility of reducing the vaporization 
pressure threshold by gold-coating lipid-encapsulated PFH nanodroplets 
(Au-PFH-ND). We synthesized PFH nanodroplets, and the gold-coating was confirmed 
by UV-visible spectra. The mass of gold per nanodroplet was 5.12×10-4 pg. The 
size distribution peaked at 200 nm and had a mean concentration of 2×1010 
droplets/ml. Au-PFH-ND demonstrated excellent stability over 8 weeks. Ultrasound 
imaging in vitro was used to determine the pressure threshold for nanodroplet 
vaporization upon exposure to 2 MHz ultrasound. The vaporization threshold for 
Au-PFH-ND (3.29 ± 0.93 MPa) was significantly lower than uncoated PFH 
nanodroplets (PFH-ND, 6.19 ± 1.25 MPa). Au-PFH-ND had a similar pressure 
threshold to uncoated PFP nanodroplets (PFP-ND, 2.81 ± 1.08 MPa). These findings 
show that the Au-PFH-ND can be vaporized at a similar ultrasound pressure as 
PFP-ND. Increasing pulse duration from 2 to 60 cycles enhanced vaporization of 
Au-PFH-ND, demonstrating the dominant role of a thermal mechanism. Even when 
accounting for the total ultrasound on-time and effective peak negative 
pressure, longer bursts (i.e., more cycles per burst) were more effective in 
inducing vaporization, consistent with the role of localized heating around the 
gold coating rather than a purely probabilistic effect. Additionally, inertial 
and stable cavitation emissions were quantified. Au-PFH-ND exhibited a 
marginally lower inertial cavitation threshold and similar second harmonic 
emissions than PFH-ND, suggesting that cavitation could also have played a role 
in reducing the pressure threshold. These findings are a step towards employing 
gold-coated PFC nanodroplets for multimodal drug delivery.","DOI: 10.1109/TNB.2025.3644373
PMID: 41475000"
"433. bioRxiv [Preprint]. 2025 Dec 18:2025.12.16.694774. doi: 
10.64898/2025.12.16.694774.","High-density lipoprotein mimetic peptide 4F ameliorates APOE4-associated lipid 
dysfunction in primary and iPSC-derived astrocytes and cerebral organoids.","Fredriksen K, Joshi SS, Chang A, Li L.","APOE is the greatest genetic risk factor for late-onset Alzheimer's disease 
(AD). In humans, APOE has three isoforms: APOE2 (E2), APOE3 (E3), and APOE4 
(E4); E4 increases AD risk, while E3 is neutral and E2 decreases risk. In the 
brain, APOE is predominantly produced by astrocytes, where it binds lipids to 
form HDL-like particles, and plays a central role in lipid homeostasis, Aβ 
clearance, and neuroimmune modulation. Its lipidation state is critical for 
function, with E4 being poorly lipidated compared to E2 and E3, contributing to 
the pathogenic effects of E4 while also offering a potential therapeutic target. 
We have previously demonstrated that the HDL-mimetic peptide 4F increases APOE 
secretion and lipidation in wild-type mouse astrocytes and counteracts the 
inhibitory effects of Aβ42. Here, we assessed the ability of 4F to mitigate 
E4-associated dysfunction using primary astrocytes from humanized E3 and E4 
knock-in mice and isogenic human iPSC-derived astrocytes and cerebral organoids. 
Results showed that 4F enhanced APOE secretion and lipidation in both cellular 
and organoid models in the absence or presence of aggregated Aβ42. Compared to 
E3 astrocytes, E4 astrocytes were prone to Aβ42-induced inhibition of APOE 
secretion and lipidation and increased accumulation of lipid droplets. 4F 
treatment ameliorated the inhibitory effects of Aβ42 and reduced lipid droplet 
accumulation. These findings support the therapeutic potential of HDL-mimetic 
peptides for E4-associated dysfunction in AD.","DOI: 10.64898/2025.12.16.694774
PMCID: PMC12724651
PMID: 41446236"
"466. bioRxiv [Preprint]. 2025 Dec 14:2025.12.14.694212. doi: 
10.64898/2025.12.14.694212.","Differential Regulation of APOE4-Mediated Astrocytic Lipid Metabolism by BMP 
Signaling Exacerbates Alzheimer's Disease Pathologies in Neurons.","Linden AK, Affaneh A, Aylward A, Wong Y, Kessler JA, Peng CY.","The two greatest risk factors for Alzheimer's Disease (AD) are aging and 
Apolipoprotein E4 (APOE4) polymorphism, yet how these factors interact remain 
unclear. In this study, we investigate how bone morphogenetic protein (BMP) 
signaling, which increases with age, contributes to APOE4-induced lipid 
metabolic dysfunctions using induced-pluripotent stem cell (iPSC)-derived 
astrocytes and cocultured neurons. Surprisingly, BMP signaling differentially 
altered lipid droplet formation, cholesterol synthesis and breakdown, and fatty 
acid-oxidation in APOE4 compared to APOE3 astrocytes, and increased secretion of 
oxidized LDL (oxLDL). Furthermore, neurons cocultured with BMP4-treated APOE4 
astrocytes showed altered transcriptomic profiles based on scRNA-seq as well as 
increased tau phosphorylation (p-tau). oxLDL treatment similarly increased p-tau 
and reduced neuronal survival. Conversely, lipid uptake inhibition in neurons 
rescued the BMP4/APOE4 astrocyte-induced neuronal phenotype. These data 
demonstrate key interactions between APOE4 and aging-associated molecular 
signaling in AD pathogenesis and establish a causal linkage between astrocytic 
lipid metabolism and neuronal tau hyperphosphorylation.","DOI: 10.64898/2025.12.14.694212
PMCID: PMC12710971
PMID: 41415446"
"473. Ophthalmology. 2025 Dec 18:S0161-6420(25)00739-0. doi: 
10.1016/j.ophtha.2025.11.004. Online ahead of print.","OCT of Subconjunctival Lipid Droplets Originating from a Deep Orbital Dermoid 
Cyst.","Vieira A(1), Vahdani K(1), Rose GE(1).","Author information:
(1)Orbital Service, Moorfields Eye Hospital, London, United Kingdom.","DOI: 10.1016/j.ophtha.2025.11.004
PMID: 41410632"
"512. bioRxiv [Preprint]. 2025 Nov 30:2025.11.26.690789. doi: 
10.1101/2025.11.26.690789.","Hepatocyte MLKL Drives Obesity-Driven Hepatocellular Carcinoma Progression via 
Mitochondrial Dysfunction Independent of Necroptosis in MASLD.","Ohene-Marfo P, Mohammed S, Jiang C, Bhaskaran S, Georgescu C, John M, Pham K, 
Tran A, Rao CV, Gyu Oh T, Kinter M, Freeman WM, Houchen C, Wren JD, Deepa SS.","BACKGROUND AND AIMS: Metabolic dysfunction-associated steatotic liver disease 
(MASLD) is a leading cause of hepatocellular carcinoma (HCC), particularly in 
obesity. Mixed Lineage Kinase Domain Like (MLKL), the effector of 
proinflammatory cell death pathway necroptosis, is consistently elevated in 
human and experimental MASLD, yet the hepatocyte-specific role of MLKL in the 
neoplastic progression of MASLD to HCC in obesity is unknown.
APPROACH AND RESULTS: We used a long-term WD-induced, MASLD-driven HCC model in 
which mice develop liver cancer at ages comparable to human HCC onset. 
Hepatocyte-specific MLKL knockout ( Mlkl HepKO ) mice were generated to define 
MLKL's liver-intrinsic function. WD robustly induced hepatic MLKL, whereas 
necroptosis markers were undetectable. MLKL loss did not alter WD-induced 
inflammation, fibrosis, or liver injury but markedly increased lipid droplet 
accumulation. Strikingly, Mlkl HepKO mice developed significantly fewer and 
smaller tumors with reduced stemness markers (DCLK1, OCT4). Transcriptomic 
analysis revealed upregulation of mitochondrial oxidative phosphorylation 
pathways in WD-fed Mlkl HepKO livers. WD suppressed the mitochondrial fusion 
protein and tumor suppressor Mfn2, while MLKL deficiency restored its 
expression. In HepG2 cells, MLKL knockdown or inhibition reduced proliferation 
and clonogenicity and enhanced oxidative metabolism. Human HCC datasets and 
tissue microarrays showed elevated MLKL in tumors and its association with poor 
survival.
CONCLUSIONS: Hepatocyte MLKL drives MASLD-driven HCC progression by an 
intrinsic, non-necroptotic mechanism. The mechanism involves MLKL-mediated 
suppression of the Mfn2 tumor suppressor protein, impaired mitochondrial 
respiration, and increase in both tumor cell proliferation and tumor stemness. 
All together these data position MLKL as a novel, druggable target in 
MASLD-associated HCC.","DOI: 10.1101/2025.11.26.690789
PMCID: PMC12694581
PMID: 41383755"
542. J Physiol. 2026 Jan;604(1):660. doi: 10.1113/JP290562. Epub 2025 Dec 9.,"Correction to 'Carbohydrate improves exercise capacity but does not affect 
subcellular lipid droplet morphology, AMPK and p53 signalling in human skeletal 
muscle'.",[No authors listed],"Erratum for
    J Physiol. 2021 Jun;599(11):2823-2849. doi: 10.1113/JP281127.","DOI: 10.1113/JP290562
PMID: 41364428"
"608. Nat Struct Mol Biol. 2025 Dec;32(12):2385-2386. doi:
10.1038/s41594-025-01720-4.",ATG2A-DGAT2 cooperation fuels lipid droplet growth.,[No authors listed],"DOI: 10.1038/s41594-025-01720-4
PMID: 41310265"
"651. bioRxiv [Preprint]. 2025 Oct 11:2024.11.07.622511. doi: 
10.1101/2024.11.07.622511.","All-Optical Multimodal Mapping of Single Cell-Type-Specific Metabolic Activities 
via REDCAT.","Li Y, Zhang Z, Enninful A, Farzad N, Rajbhandari P, Nam J, Qin X, Villazon J, 
Fung AA, Jang H, Bai Z, Zhang NR, Stockwell BR, Fan R, Xu ML, Ma Z, Shi L.","Metabolism underlies cell growth, survival, and function, yet its activities 
vary widely across cell types and tissue environments. Spatially resolving these 
processes in situ at single-cell resolution is essential to advance our 
understanding of cellular function and tissue physiology in health and disease. 
However, existing approaches are limited by either destructive workflows, 
insufficient spatial resolution and biochemical specificity, or lack of direct 
linkage to cell identity. Here, we present Raman Enhanced Delineation of Cell 
Atlases in Tissues (REDCAT), a multimodal all-optical platform that integrates 
stimulated Raman scattering, autofluorescence redox imaging, second harmonic 
generation, and high-plex immunofluorescence to co-map metabolic activities and 
cell types within the same tissue section. REDCAT achieves subcellular 
resolution profiling of protein, lipid, redox, and nuclear acid metabolism, 
together with extracellular matrix composition, in both FFPE and fresh-frozen 
human tissues. Applied to normal lymph nodes, REDCAT delineated distinct redox 
and lipid remodeling programs across germinal center B-cell zones and immune 
subsets, highlighting cell-type-specific metabolic specialization. In lymphoma, 
it revealed profound metabolic reprogramming, including extensive lipid 
accumulation, nuclear metabolic heterogeneity, and a transitional metabolic 
state associated with transformation from chronic lymphocytic leukemia to 
diffuse large B-cell lymphoma, thereby illuminating tumor evolution in situ . In 
human liver, REDCAT resolved cell-type-specific lipid droplet diversity and 
zonation-dependent nuclear metabolic gradients, uncovering new principles of 
spatial metabolic organization. By directly linking cell identity with spatial 
metabolic states at single-cell or subcellular resolution, REDCAT establishes a 
broadly applicable framework for studying immune function, tumor progression, 
and tissue physiology, and offers a new path to deciphering the metabolic basis 
of health and disease.","DOI: 10.1101/2024.11.07.622511
PMCID: PMC12632379
PMID: 41279550"
"653. bioRxiv [Preprint]. 2025 Oct 15:2025.10.14.682191. doi: 
10.1101/2025.10.14.682191.","HSD17B13 Couples Hepatocyte Lipid Metabolism to Stellate Cell Activation via 
TGFb-1 Signaling.","Raymond N, Lifshitz L, Min K, Lewis CA, Isaac G, Yenilmez B, Czech MP.","Metabolic dysfunction-associated steatohepatitis (MASH) is a progressive liver 
disease driven by hepatocellular lipid overload, immune activation, and hepatic 
stellate cell (HSC)-driven fibrogenesis. Human genetic studies reveal that 
loss-of-function (LoF) variants in 17 beta-hydroxysteroid dehydrogenase 13 ( 
HSD17B13 ) confer robust protection against advanced fibrosis and cirrhosis, 
establishing HSD17B13 as a critical genetic modifier of MASH severity. Yet the 
mechanisms linking HSD17B13 activity to fibrogenic progression remain poorly 
understood. Here, we show that both wild-type and catalytically deficient 
HSD17B13 (mHSD) localize to lipid droplets (LDs) in cultured human hepatocytes, 
but only catalytically active HSD17B13 enhances hepatocellular lipid 
accumulation and markedly upregulates the lipogenic transcriptional regulator 
carbohydrate-responsive element-binding protein (ChREBP). This HSD17B13-driven 
lipogenic axis elicits potent paracrine activation of LX2 stellate cells, both 
in hepatocyte-HSC co-culture and in response to hepatocyte-conditioned medium 
(CM). Screening of candidate signaling mediators revealed that transforming 
growth factor beta-1 (TGFb-1) is uniquely and strongly upregulated by active 
HSD17B13, with minimal induction by mHSD. Remarkably, siRNA-mediated knockdown 
of TGFB1 or neutralization of active TGFb-1 protein abolishes CM-induced LX2 
activation and collagen synthesis. Collectively, these findings identify 
HSD17B13 as a dual metabolic and profibrotic effector that drives 
TGFb-1-dependent HSC activation, thereby linking hepatocellular lipid 
dysregulation to fibrogenic progression and providing a mechanistic framework 
for understanding how HSD17B13 contributes to MASH pathogenesis.","DOI: 10.1101/2025.10.14.682191
PMCID: PMC12632786
PMID: 41279157"
"654. bioRxiv [Preprint]. 2025 Oct 16:2025.10.16.682845. doi: 
10.1101/2025.10.16.682845.","Genome-wide CRISPR screen reveals Wnt signaling defects regulate lipid 
accumulation in APOE4 oligodendrocytes.","Akay LA, Bright A, Boix CA, Louderback K, Medrano J, Sun D, Lin H, King O, Welch 
GM, Nawaid H, Agbas E, Jiang A, Bubnys A, Cheng JX, Blanchard J, Tsai LH.","APOE4 is the largest genetic risk factor for late-onset Alzheimer's disease, but 
the cellular mechanisms by which APOE variants influence risk of disease remain 
incompletely understood. We have previously found that APOE4 expression led to 
the intracellular accumulation of lipid droplets in oligodendrocytes, causing 
decreased myelination. However, the mechanisms by which APOE4 alters lipid 
metabolism are not fully understood. Here, we leveraged a genome-wide CRISPR 
screen and ATAC-sequencing in human induced pluripotent stem cell (iPSC)-derived 
oligodendrocytes to dissect APOE4's lipid-associated mechanisms of action. Using 
these approaches, we identified decreased Wnt signaling, and overactive GSK3b 
activity, as regulators of lipid droplet accumulation in oligodendrocytes. 
Genetic and pharmacological inhibition of GSK3b reduced lipid droplets in APOE4 
oligodendrocytes, and increased myelination in three-dimensional iPSC-derived 
brain organoids. Finally, we show that pharmacological inhibition of GSK3b 
reduces lipid droplets and improves myelination in APOE4;PS19 Tau transgenic 
mice. Together, our results provide a framework for understanding the mediation 
of APOE4-related changes to oligodendrocyte lipid metabolism and myelination.","DOI: 10.1101/2025.10.16.682845
PMCID: PMC12632832
PMID: 41279127"
"659. bioRxiv [Preprint]. 2025 Oct 31:2025.10.29.685380. doi: 
10.1101/2025.10.29.685380.","PCSK9 and High-Fat Diet Synergistically Induce Neurovascular Dysfunction and 
Neuroinflammation.","Zhang M, Letian A, Mohl GA, Kroke B, Arkelius K, Clelland CD, Goldberg EL, 
Singhal NS.","Cerebral small vessel disease (CSVD) is strongly linked to metabolic risk 
factors and represents a major cause of vascular cognitive impairment and 
dementia. The interactions of genetic and environmental risk factors driving 
cerebrovascular pathology in metabolic syndrome are poorly understood. Here, we 
characterize neuroinflammatory and neurodegenerative phenotypes in a mouse model 
of metabolic syndrome with atherosclerosis induced by hepatic proprotein 
convertase subtilisin/kexin type 9 (PCSK9) overexpression combined with high-fat 
diet (HFD). PCSK9+HFD mice exhibit hallmark features of CSVD including vascular 
rarefaction, impaired neurovascular coupling, blood-brain barrier disruption, 
white matter injury, neuronal loss, and cognitive deficits. Notably, we identify 
lipid-droplet accumulating microglia (LDAM) as a distinct cellular phenotype 
that emerges in response to metabolic stress and correlates with cerebrovascular 
dysfunction. Three-dimensional light sheet microscopy reveals widespread 
vascular network disruption. Immunophenotyping demonstrates that microglia in 
PCSK9+HFD group exhibit enhanced phagocytic activation and ramification 
complexity yet accumulate perivascular amyloid-β, suggesting impaired clearance 
capacity. Importantly, we observed vascular amyloid-β deposition in wild-type 
mice without genetic Alzheimer's disease mutations, suggesting that metabolic 
stress contributes to cerebrovascular amyloid pathology. PCSK9+HFD mice 
displayed recognition memory deficits and increased anxiety-like behavior. Our 
findings establish that severe hypercholesterolemia accelerates CSVD 
pathogenesis, and identify LDAM as a distinct pathological feature linking 
systemic metabolic syndrome to cerebrovascular dysfunction and cognitive 
impairment.","DOI: 10.1101/2025.10.29.685380
PMCID: PMC12636580
PMID: 41278621"
"685. bioRxiv [Preprint]. 2025 Sep 30:2025.09.28.679062. doi: 
10.1101/2025.09.28.679062.","DGAT1 as a Racially Divergent Driver of Carcinoma-Associated Fibroblast 
Activation Drives Tumorigenic Pathways via ERK1/2 Signaling in Prostate Cancer.","ChallaSivaKanaka S, Kakarla M, Vickman RE, Filipovich Y, Fitchev P, Alam MM, 
Talaty P, Helfand BT, Price D, Hayward SW, Crawford SE, Franco OE.","BACKGROUND: The incidence of lethal prostate cancer (PCa) is disproportionately 
higher in African American (AA) men compared to Caucasian (Cau) men. Racial 
differences in lipid reprogramming have been implicated in PCa progression. 
Recent studies identified race-specific biological alterations in 
carcinoma-associated fibroblasts (CAF). Here, we demonstrate that lipid-laden 
CAF from AA patients (AA CAF ) exhibits enhanced pro-tumorigenic functions 
compared to CAF from Cau patients (Cau CAF ).
METHODS: DGAT1-regulated genes in fibroblasts were identified by transcriptomic 
profiling, and their biological consequences were evaluated in vivo. 
Patient-derived CAF from AA and Cau men were examined to determine their 
molecular response to DGAT1 inhibition during tumorigenesis.
RESULTS: Lipid droplet (LD) biogenesis analysis revealed DGAT1-dependent LD 
accumulation in AA CAF . DGAT1 overexpression in fibroblasts enhanced fibroblast 
activation protein (FAP1) expression and promoted in vivo tumorigenicity of 
cancer cells. Transcriptome and secretome profiling identified novel 
DGAT1-regulated genes associated with metabolism, cell-cell signaling, motility, 
and angiogenesis, largely mediated through the ERK1/2 pathway. Importantly, 
DGAT1 inhibition in patient-derived CAF elicited racially divergent regulation 
of pro-tumorigenic mediators, including BDNF, VEGF, and TSP1.
CONCLUSIONS: Our findings reveal elevated DGAT1 expression in AA CAF as a 
targetable enzymatic driver that enhances fibroblast activation and supports 
adaptation to a lipid-rich tumor microenvironment, thereby promoting 
tumorigenesis.","DOI: 10.1101/2025.09.28.679062
PMCID: PMC12621972
PMID: 41256591"
"687. bioRxiv [Preprint]. 2025 Sep 30:2025.06.07.658178. doi: 
10.1101/2025.06.07.658178.","Remodelled cholesteryl ester enriched lipid droplets fuel flavivirus 
morphogenesis.","Banducci-Karp A, Brixton S, Shah PNM, Li MY, Fisher G, Riepsaame J, Dhaliwal R, 
Holden KL, Drydale E, Bancroft J, Melia CE, Malavige GN, Sanyal S.","Flaviviruses such as dengue and Zika viruses extensively remodel host cell 
membranes to create specialised replication organelles, but the role of lipid 
metabolism to generate them remain poorly understood. Through systematic screens 
of fatty acyl transferase enzymes (MBOAT and zDHHC families) and complementary 
approaches including CRISPR/Cas9 gene deletions, pharmacological inhibition, 
proteomics, and photo-crosslinkable cholesterol analogues, we identified 
cholesteryl ester-enriched lipid droplets (CE-LDs) as critical host components 
required for flavivirus infection. CE-LD formation is mediated by Sterol 
O-acyltransferases 1 and 2 (SOAT1/SOAT2), whose activities were upregulated 
early during infection, coinciding with increased CE-LD formation and transition 
to liquid crystalline phases. Genetic deletion or pharmacological inhibition of 
either enzyme resulted in a dramatic ∼100-fold reduction in viral production. 
Mechanistically, CE-LDs display distinct proteomic signatures, enriched in fatty 
acid remodelling enzymes, GTPases, and lipid transport proteins. 
Photo-crosslinking experiments demonstrated direct interactions between 
LD-derived cholesterol and viral prM, capsid and NS1. Disrupting CE-LD formation 
via SOAT1/2-deficiency resulted in defective, viral RNA-free replication 
organelles and complete absence of immature virions. Supporting the 
physiological and clinical relevance of viral LD exploitation, analysis in 
iPSC-derived macrophages mirrored findings in Huh7 cells, and dengue patients 
from a Sri Lankan cohort revealed that central obesity significantly increased 
the risk of severe dengue haemorrhagic fever. This study establishes CE-LDs as 
essential host metabolic hubs that enable flavivirus morphogenesis and 
identifies host LD metabolism as a promising therapeutic target for combating 
flavivirus infections.","DOI: 10.1101/2025.06.07.658178
PMCID: PMC12621716
PMID: 41256363"
764. Ann Rheum Dis. 2025 Nov;84(11):e57-e59. doi: 10.1016/j.ard.2025.07.006.,"Correspondence on 'In immune-mediated necrotising myopathy, anti-HMGCR 
antibodies inhibit HMGCR activity, leading to the sarcoplasmic accumulation of 
lipid droplets and myofibres necrosis' by Giannini et al.","Focks N(1), Baum O(2), Kleefeld F(3), Torchia E(4), Goebel HH(1), Dittmayer 
C(5), Stenzel W(6).","Author information:
(1)Department of Neuropathology, Charité - Universitätsmedizin Berlin, Berlin, 
Germany.
(2)Department of Physiology, Charité - Universitätsmedizin Berlin, Berlin, 
Germany.
(3)Department of Neuropathology, Charité - Universitätsmedizin Berlin, Berlin, 
Germany; Department of Neurology, Bergmannsheil, Bochum, Germany.
(4)Department of Neuropathology, Charité - Universitätsmedizin Berlin, Berlin, 
Germany; Department of Neuroscience, Università Cattolica del Sacro Cuore, Rome, 
Italy.
(5)Department of Pathology, Charité - Universitätsmedizin Berlin, Berlin, 
Germany.
(6)Department of Neuropathology, Charité - Universitätsmedizin Berlin, Berlin, 
Germany. Electronic address: werner.stenzel@charite.de.","DOI: 10.1016/j.ard.2025.07.006
PMID: 41198357"
"962. Proc Natl Acad Sci U S A. 2025 Oct 7;122(40):e2524902122. doi: 
10.1073/pnas.2524902122. Epub 2025 Oct 1.","Correction for Sakuma et al., Liver lipid droplet cholesterol content is a key 
determinant of metabolic dysfunction-associated steatohepatitis.",[No authors listed],"Erratum for
    Proc Natl Acad Sci U S A. 2025 May 6;122(18):e2502978122. doi: 
10.1073/pnas.2502978122.","DOI: 10.1073/pnas.2524902122
PMCID: PMC12519121
PMID: 41032530"
"998. bioRxiv [Preprint]. 2025 Sep 17:2025.09.15.676371. doi: 
10.1101/2025.09.15.676371.","Loss of PIKfyve in Rod Photoreceptors and RPE Cells Leads to Endolysosomal 
Dysfunction and Retinal Degeneration.","Rajala A, Trevino LJ, Saravanan T, Black TM, Bhat AM, Ngo T, Eminhizer M, Du J, 
Ramamurthy V, Rajala RVS.","Photoreceptor outer segment (OS) degradation is primarily mediated by retinal 
pigment epithelial (RPE) cells through daily phagocytosis of shed distal OS 
tips. In contrast, much less is understood about the cell-autonomous mechanisms 
photoreceptors use to clear mislocalized molecules caused by protein misfolding 
or trafficking defects. Mislocalized or excess rhodopsin that fails to reach the 
OS is retained in the inner segment or cell body, where it is presumably 
degraded via the endolysosomal system. We identify PIKfyve, a phosphoinositide 
kinase that generates PI(3,5)P₂, as a key regulator of this pathway. Using 
Translating Ribosome Affinity Purification (TRAP), we find that PIKfyve is 
highly expressed in rod photoreceptors. Rod-specific PIKfyve deletion causes 
progressive retinal degeneration, marked by inner segment vacuolation, elevated 
LAMP1/2, thinning of the outer nuclear layer, and eventual loss of rod and cone 
function. Loss of one copy of PIKfyve in rod photoreceptors accelerates 
degeneration in P23H rhodopsin mutant mice. In RPE cells, PIKfyve loss disrupts 
phagocytosis and autophagy, leading to accumulation of rhodopsin, LAMP1, LC3A/B, 
and lipid droplets, along with metabolic disturbances. These findings 
demonstrate that PIKfyve is essential for photoreceptor and RPE health by 
regulating lysosomal function, phagocytosis, autophagy and metabolism, and 
suggest that enhancing PIKfyve activity could be a therapeutic strategy for 
retinal degenerative diseases.","DOI: 10.1101/2025.09.15.676371
PMCID: PMC12458942
PMID: 41000968"
"1059. bioRxiv [Preprint]. 2025 Sep 7:2025.09.03.673792. doi: 
10.1101/2025.09.03.673792.","Disrupted Lipid Homeostasis as a Pathogenic Mechanism in ABCA7-Associated 
Alzheimers Disease Risk.","Pericak-Vance MA, Nam Y, DeRosa BA, Ramirez AM, Ayele BA, Whitehead PG, Adams 
LD, Golightly CG, Starks TD, Laverde-Paz J, Cukier HN, Akinyemi R, Sarfo F, 
Akpalu A, Cuccaro ML, Williams S, Caban-Holt A, Reitz C, Haines JL, Goldie BS, 
Rajabli F, Dykxhoorn DM, Young JI, Vance JM.","INTRODUCTION: ABCA7 (ATP-binding cassette sub-family A member 7) encodes a lipid 
transporter linked to Alzheimers disease (AD). While common variants confer 
modest risk in Europeans, a 44-base pair deletion (rs142076058; p.Arg578Alafs) 
is a strong risk factor in African Americans (AA). Despite this, the biological 
consequences of this ancestry-specific variant are not well understood.
METHODS: We expressed the truncated ABCA7 protein in HEK and HepG2 cells to 
assess localization and lipid metabolism. Additionally, induced pluripotent stem 
cell (iPSC)-derived neurons carrying the deletion were compared with isogenic 
controls.
RESULTS: The truncated ABCA7 localized to the plasma membrane similarly to wild 
type but induced significant lipid droplet accumulation in HepG2 cells and 
iPSC-derived neurons.
DISCUSSION: These findings show that the AA-specific ABCA7 deletion disrupts 
lipid regulation despite normal localization, suggesting a mechanistic link 
between impaired lipid homeostasis and increased AD risk. This work underscores 
the importance of ancestry-specific studies in AD research.","DOI: 10.1101/2025.09.03.673792
PMCID: PMC12424640
PMID: 40950052"
"1123. bioRxiv [Preprint]. 2025 Aug 24:2025.08.20.671345. doi: 
10.1101/2025.08.20.671345.","Cholesterol metabolism modulation facilitates CAR-T induced killing of ovarian 
cancer.","Dessai CVP, Huang Z, Lin H, Ding G, He H, Siddiqui M, Zhang M, Wong W, Cheng JX.","Ovarian cancer is one of the most lethal gynecological cancers worldwide and has 
one of the highest recurrence rates. Recently developed Chimeric Antigen 
Receptor T (CAR-T) cell therapy has shown potent clinical efficacy against 
hematological malignancies. However, solid tumors, including ovarian cancer, 
possess several mechanisms that hinder T cell activity, and metabolic alteration 
of cancer cells has been shown to contribute to resistance to immune cell attack 
against solid tumors. Here, we explored the metabolic response of ovarian cancer 
cells to CAR-T cell attack using label-free high-content hyperspectral 
stimulated Raman scattering (h 2 SRS) imaging. Utilizing visible h 2 SRS imaging 
with much improved spatial resolution, we found an altered cholesterol 
metabolism, featured by increased storage of cholesteryl ester in lipid droplets 
and free cholesterol, in ovarian cancer cells that survived the CAR-T treatment. 
Administration of Avasimibe, an inhibitor of cholesteryl esterification, further 
enhanced CAR-T cytotoxicity. Our study shows the promise of implementing 
metabolic modulation to facilitate CAR-T cell treatment of solid tumors.
SIGNIFICANCE STATEMENT: Ovarian cancer is a major global health challenge, 
mainly due to relapse driven by chemotherapy resistance development. Meanwhile, 
immunotherapies such as CAR-T have revolutionized treatment for blood cancers, 
but their application in solid tumors like ovarian cancer is hindered by limited 
efficacy. This study uses high-content stimulated Raman scattering (SRS) imaging 
to reveal metabolic adaptations that help ovarian cancer cells survive 
CAR-T-mediated cytotoxicity. Guided by these insights, we apply metabolic 
interventions that enhance CAR-T cytotoxicity efficacy. This approach reveals 
therapeutic vulnerabilities in ovarian cancer and demonstrates an investigative 
strategy applicable for overcoming resistance in solid tumors.","DOI: 10.1101/2025.08.20.671345
PMCID: PMC12393578
PMID: 40894596"
